edge,presence_count,top20_count,group,n_instances,presence_frequency,overall_top20_frequency,conditional_top20_frequency
lh_caudalanteriorcingulate -- rh_isthmuscingulate,167,20.0,CTRL,375,0.44533333333333336,0.05333333333333334,0.11976047904191617
lh_caudalanteriorcingulate -- rh_lateraloccipital,38,3.0,CTRL,375,0.10133333333333333,0.008,0.07894736842105263
lh_caudalanteriorcingulate -- rh_lateralorbitofrontal,56,8.0,CTRL,375,0.14933333333333335,0.021333333333333333,0.14285714285714285
lh_caudalanteriorcingulate -- rh_medialorbitofrontal,40,2.0,CTRL,375,0.10666666666666667,0.005333333333333333,0.05
lh_caudalanteriorcingulate -- rh_middletemporal,130,9.0,CTRL,375,0.3466666666666667,0.024,0.06923076923076923
lh_caudalanteriorcingulate -- rh_paracentral,202,17.0,CTRL,375,0.5386666666666666,0.04533333333333334,0.08415841584158416
lh_caudalanteriorcingulate -- rh_parahippocampal,59,3.0,CTRL,375,0.15733333333333333,0.008,0.05084745762711865
lh_caudalanteriorcingulate -- rh_parsopercularis,52,2.0,CTRL,375,0.13866666666666666,0.005333333333333333,0.038461538461538464
lh_caudalanteriorcingulate -- rh_parsorbitalis,1,0.0,CTRL,375,0.0026666666666666666,0.0,0.0
lh_caudalanteriorcingulate -- rh_parstriangularis,110,8.0,CTRL,375,0.29333333333333333,0.021333333333333333,0.07272727272727272
lh_caudalanteriorcingulate -- rh_pericalcarine,27,2.0,CTRL,375,0.072,0.005333333333333333,0.07407407407407407
lh_caudalanteriorcingulate -- rh_postcentral,10,0.0,CTRL,375,0.02666666666666667,0.0,0.0
lh_caudalanteriorcingulate -- rh_posteriorcingulate,192,23.0,CTRL,375,0.512,0.06133333333333333,0.11979166666666667
lh_caudalanteriorcingulate -- rh_precentral,23,1.0,CTRL,375,0.06133333333333333,0.0026666666666666666,0.043478260869565216
lh_caudalanteriorcingulate -- rh_rostralanteriorcingulate,83,9.0,CTRL,375,0.22133333333333333,0.024,0.10843373493975904
lh_caudalanteriorcingulate -- rh_rostralmiddlefrontal,31,2.0,CTRL,375,0.08266666666666667,0.005333333333333333,0.06451612903225806
lh_caudalanteriorcingulate -- rh_superiorfrontal,112,7.0,CTRL,375,0.2986666666666667,0.018666666666666668,0.0625
lh_caudalanteriorcingulate -- rh_superiorparietal,21,3.0,CTRL,375,0.056,0.008,0.14285714285714285
lh_caudalanteriorcingulate -- rh_superiortemporal,93,7.0,CTRL,375,0.248,0.018666666666666668,0.07526881720430108
lh_caudalanteriorcingulate -- rh_supramarginal,38,3.0,CTRL,375,0.10133333333333333,0.008,0.07894736842105263
lh_caudalanteriorcingulate -- rh_transversetemporal,8,2.0,CTRL,375,0.021333333333333333,0.005333333333333333,0.25
lh_caudalmiddlefrontal -- lh_cuneus,4,0.0,CTRL,375,0.010666666666666666,0.0,0.0
lh_caudalmiddlefrontal -- lh_entorhinal,3,1.0,CTRL,375,0.008,0.0026666666666666666,0.3333333333333333
lh_caudalmiddlefrontal -- lh_frontalpole,27,2.0,CTRL,375,0.072,0.005333333333333333,0.07407407407407407
lh_caudalmiddlefrontal -- lh_fusiform,12,1.0,CTRL,375,0.032,0.0026666666666666666,0.08333333333333333
lh_caudalmiddlefrontal -- lh_inferiorparietal,22,0.0,CTRL,375,0.058666666666666666,0.0,0.0
lh_caudalmiddlefrontal -- lh_inferiortemporal,102,11.0,CTRL,375,0.272,0.029333333333333333,0.10784313725490197
lh_caudalmiddlefrontal -- lh_insula,176,12.0,CTRL,375,0.4693333333333333,0.032,0.06818181818181818
lh_caudalmiddlefrontal -- lh_isthmuscingulate,117,11.0,CTRL,375,0.312,0.029333333333333333,0.09401709401709402
lh_caudalmiddlefrontal -- lh_lateraloccipital,39,0.0,CTRL,375,0.104,0.0,0.0
lh_caudalmiddlefrontal -- lh_lateralorbitofrontal,17,1.0,CTRL,375,0.04533333333333334,0.0026666666666666666,0.058823529411764705
lh_caudalmiddlefrontal -- lh_lingual,3,0.0,CTRL,375,0.008,0.0,0.0
lh_caudalmiddlefrontal -- lh_medialorbitofrontal,22,4.0,CTRL,375,0.058666666666666666,0.010666666666666666,0.18181818181818182
lh_caudalmiddlefrontal -- lh_middletemporal,67,5.0,CTRL,375,0.17866666666666667,0.013333333333333334,0.07462686567164178
lh_caudalmiddlefrontal -- lh_paracentral,105,6.0,CTRL,375,0.28,0.016,0.05714285714285714
lh_caudalmiddlefrontal -- lh_parahippocampal,35,1.0,CTRL,375,0.09333333333333334,0.0026666666666666666,0.02857142857142857
lh_caudalmiddlefrontal -- lh_parsopercularis,38,2.0,CTRL,375,0.10133333333333333,0.005333333333333333,0.05263157894736842
lh_caudalmiddlefrontal -- lh_parsorbitalis,8,0.0,CTRL,375,0.021333333333333333,0.0,0.0
lh_caudalmiddlefrontal -- lh_parstriangularis,158,15.0,CTRL,375,0.42133333333333334,0.04,0.0949367088607595
lh_caudalmiddlefrontal -- lh_pericalcarine,32,2.0,CTRL,375,0.08533333333333333,0.005333333333333333,0.0625
lh_caudalmiddlefrontal -- lh_postcentral,26,0.0,CTRL,375,0.06933333333333333,0.0,0.0
lh_caudalmiddlefrontal -- lh_posteriorcingulate,166,9.0,CTRL,375,0.44266666666666665,0.024,0.05421686746987952
lh_caudalmiddlefrontal -- lh_precentral,49,2.0,CTRL,375,0.13066666666666665,0.005333333333333333,0.04081632653061224
lh_caudalmiddlefrontal -- lh_precuneus,4,0.0,CTRL,375,0.010666666666666666,0.0,0.0
lh_caudalmiddlefrontal -- lh_rostralanteriorcingulate,57,2.0,CTRL,375,0.152,0.005333333333333333,0.03508771929824561
lh_caudalmiddlefrontal -- lh_rostralmiddlefrontal,36,2.0,CTRL,375,0.096,0.005333333333333333,0.05555555555555555
lh_caudalmiddlefrontal -- lh_superiorfrontal,126,5.0,CTRL,375,0.336,0.013333333333333334,0.03968253968253968
lh_caudalmiddlefrontal -- lh_superiorparietal,29,2.0,CTRL,375,0.07733333333333334,0.005333333333333333,0.06896551724137931
lh_caudalmiddlefrontal -- lh_superiortemporal,107,6.0,CTRL,375,0.2853333333333333,0.016,0.056074766355140186
lh_caudalmiddlefrontal -- lh_supramarginal,71,4.0,CTRL,375,0.18933333333333333,0.010666666666666666,0.056338028169014086
lh_caudalmiddlefrontal -- lh_temporalpole,5,0.0,CTRL,375,0.013333333333333334,0.0,0.0
lh_caudalmiddlefrontal -- lh_transversetemporal,33,1.0,CTRL,375,0.088,0.0026666666666666666,0.030303030303030304
lh_caudalmiddlefrontal -- rh_bankssts,201,14.0,CTRL,375,0.536,0.037333333333333336,0.06965174129353234
lh_caudalmiddlefrontal -- rh_caudalanteriorcingulate,159,13.0,CTRL,375,0.424,0.034666666666666665,0.08176100628930817
lh_caudalmiddlefrontal -- rh_caudalmiddlefrontal,198,19.0,CTRL,375,0.528,0.050666666666666665,0.09595959595959595
lh_caudalmiddlefrontal -- rh_cuneus,1,0.0,CTRL,375,0.0026666666666666666,0.0,0.0
lh_caudalmiddlefrontal -- rh_frontalpole,23,1.0,CTRL,375,0.06133333333333333,0.0026666666666666666,0.043478260869565216
lh_caudalmiddlefrontal -- rh_fusiform,6,1.0,CTRL,375,0.016,0.0026666666666666666,0.16666666666666666
lh_caudalmiddlefrontal -- rh_inferiorparietal,53,1.0,CTRL,375,0.14133333333333334,0.0026666666666666666,0.018867924528301886
lh_caudalmiddlefrontal -- rh_inferiortemporal,81,8.0,CTRL,375,0.216,0.021333333333333333,0.09876543209876543
lh_caudalmiddlefrontal -- rh_insula,169,11.0,CTRL,375,0.45066666666666666,0.029333333333333333,0.0650887573964497
lh_caudalmiddlefrontal -- rh_isthmuscingulate,106,8.0,CTRL,375,0.2826666666666667,0.021333333333333333,0.07547169811320754
lh_caudalmiddlefrontal -- rh_lateraloccipital,43,1.0,CTRL,375,0.11466666666666667,0.0026666666666666666,0.023255813953488372
lh_caudalmiddlefrontal -- rh_lateralorbitofrontal,35,3.0,CTRL,375,0.09333333333333334,0.008,0.08571428571428572
lh_caudalmiddlefrontal -- rh_medialorbitofrontal,39,2.0,CTRL,375,0.104,0.005333333333333333,0.05128205128205128
lh_caudalmiddlefrontal -- rh_middletemporal,78,7.0,CTRL,375,0.208,0.018666666666666668,0.08974358974358974
lh_caudalmiddlefrontal -- rh_paracentral,136,5.0,CTRL,375,0.3626666666666667,0.013333333333333334,0.03676470588235294
lh_caudalmiddlefrontal -- rh_parahippocampal,75,6.0,CTRL,375,0.2,0.016,0.08
lh_caudalmiddlefrontal -- rh_parsopercularis,86,3.0,CTRL,375,0.22933333333333333,0.008,0.03488372093023256
lh_caudalmiddlefrontal -- rh_parsorbitalis,8,1.0,CTRL,375,0.021333333333333333,0.0026666666666666666,0.125
lh_caudalmiddlefrontal -- rh_parstriangularis,67,3.0,CTRL,375,0.17866666666666667,0.008,0.04477611940298507
lh_caudalmiddlefrontal -- rh_pericalcarine,31,4.0,CTRL,375,0.08266666666666667,0.010666666666666666,0.12903225806451613
lh_caudalmiddlefrontal -- rh_postcentral,15,0.0,CTRL,375,0.04,0.0,0.0
lh_caudalmiddlefrontal -- rh_posteriorcingulate,164,10.0,CTRL,375,0.43733333333333335,0.02666666666666667,0.06097560975609756
lh_caudalmiddlefrontal -- rh_precentral,42,1.0,CTRL,375,0.112,0.0026666666666666666,0.023809523809523808
lh_caudalmiddlefrontal -- rh_precuneus,6,0.0,CTRL,375,0.016,0.0,0.0
lh_caudalmiddlefrontal -- rh_rostralanteriorcingulate,61,6.0,CTRL,375,0.16266666666666665,0.016,0.09836065573770492
lh_caudalmiddlefrontal -- rh_rostralmiddlefrontal,31,1.0,CTRL,375,0.08266666666666667,0.0026666666666666666,0.03225806451612903
lh_caudalmiddlefrontal -- rh_superiorfrontal,107,2.0,CTRL,375,0.2853333333333333,0.005333333333333333,0.018691588785046728
lh_caudalmiddlefrontal -- rh_superiorparietal,36,0.0,CTRL,375,0.096,0.0,0.0
lh_caudalmiddlefrontal -- rh_superiortemporal,90,8.0,CTRL,375,0.24,0.021333333333333333,0.08888888888888889
lh_caudalmiddlefrontal -- rh_supramarginal,33,2.0,CTRL,375,0.088,0.005333333333333333,0.06060606060606061
lh_caudalmiddlefrontal -- rh_temporalpole,5,0.0,CTRL,375,0.013333333333333334,0.0,0.0
lh_caudalmiddlefrontal -- rh_transversetemporal,16,2.0,CTRL,375,0.042666666666666665,0.005333333333333333,0.125
lh_cuneus -- lh_entorhinal,92,9.0,CTRL,375,0.24533333333333332,0.024,0.09782608695652174
lh_cuneus -- lh_frontalpole,32,2.0,CTRL,375,0.08533333333333333,0.005333333333333333,0.0625
lh_cuneus -- lh_inferiorparietal,14,2.0,CTRL,375,0.037333333333333336,0.005333333333333333,0.14285714285714285
lh_cuneus -- lh_inferiortemporal,4,0.0,CTRL,375,0.010666666666666666,0.0,0.0
lh_cuneus -- lh_isthmuscingulate,7,0.0,CTRL,375,0.018666666666666668,0.0,0.0
lh_cuneus -- lh_lateraloccipital,6,0.0,CTRL,375,0.016,0.0,0.0
lh_cuneus -- lh_lateralorbitofrontal,37,5.0,CTRL,375,0.09866666666666667,0.013333333333333334,0.13513513513513514
lh_cuneus -- lh_lingual,150,13.0,CTRL,375,0.4,0.034666666666666665,0.08666666666666667
lh_cuneus -- lh_medialorbitofrontal,19,1.0,CTRL,375,0.050666666666666665,0.0026666666666666666,0.05263157894736842
lh_cuneus -- lh_middletemporal,5,0.0,CTRL,375,0.013333333333333334,0.0,0.0
lh_cuneus -- lh_paracentral,2,0.0,CTRL,375,0.005333333333333333,0.0,0.0
lh_cuneus -- lh_parahippocampal,43,5.0,CTRL,375,0.11466666666666667,0.013333333333333334,0.11627906976744186
lh_cuneus -- lh_parsopercularis,16,5.0,CTRL,375,0.042666666666666665,0.013333333333333334,0.3125
lh_cuneus -- lh_parsorbitalis,65,3.0,CTRL,375,0.17333333333333334,0.008,0.046153846153846156
lh_cuneus -- lh_parstriangularis,9,1.0,CTRL,375,0.024,0.0026666666666666666,0.1111111111111111
lh_cuneus -- lh_pericalcarine,20,1.0,CTRL,375,0.05333333333333334,0.0026666666666666666,0.05
lh_cuneus -- lh_postcentral,15,1.0,CTRL,375,0.04,0.0026666666666666666,0.06666666666666667
lh_cuneus -- lh_posteriorcingulate,2,0.0,CTRL,375,0.005333333333333333,0.0,0.0
lh_cuneus -- lh_precentral,5,2.0,CTRL,375,0.013333333333333334,0.005333333333333333,0.4
lh_cuneus -- lh_precuneus,129,14.0,CTRL,375,0.344,0.037333333333333336,0.10852713178294573
lh_cuneus -- lh_rostralanteriorcingulate,12,5.0,CTRL,375,0.032,0.013333333333333334,0.4166666666666667
lh_cuneus -- lh_rostralmiddlefrontal,4,0.0,CTRL,375,0.010666666666666666,0.0,0.0
lh_cuneus -- lh_superiorparietal,20,1.0,CTRL,375,0.05333333333333334,0.0026666666666666666,0.05
lh_cuneus -- lh_superiortemporal,2,0.0,CTRL,375,0.005333333333333333,0.0,0.0
lh_cuneus -- lh_supramarginal,3,0.0,CTRL,375,0.008,0.0,0.0
lh_cuneus -- lh_temporalpole,88,6.0,CTRL,375,0.23466666666666666,0.016,0.06818181818181818
lh_cuneus -- rh_caudalanteriorcingulate,3,0.0,CTRL,375,0.008,0.0,0.0
lh_cuneus -- rh_caudalmiddlefrontal,4,0.0,CTRL,375,0.010666666666666666,0.0,0.0
lh_cuneus -- rh_cuneus,187,38.0,CTRL,375,0.49866666666666665,0.10133333333333333,0.20320855614973263
lh_cuneus -- rh_entorhinal,102,5.0,CTRL,375,0.272,0.013333333333333334,0.049019607843137254
lh_cuneus -- rh_frontalpole,44,3.0,CTRL,375,0.11733333333333333,0.008,0.06818181818181818
lh_cuneus -- rh_fusiform,31,9.0,CTRL,375,0.08266666666666667,0.024,0.2903225806451613
lh_cuneus -- rh_inferiorparietal,6,1.0,CTRL,375,0.016,0.0026666666666666666,0.16666666666666666
lh_cuneus -- rh_inferiortemporal,5,0.0,CTRL,375,0.013333333333333334,0.0,0.0
lh_cuneus -- rh_isthmuscingulate,3,0.0,CTRL,375,0.008,0.0,0.0
lh_cuneus -- rh_lateraloccipital,5,1.0,CTRL,375,0.013333333333333334,0.0026666666666666666,0.2
lh_cuneus -- rh_lateralorbitofrontal,29,2.0,CTRL,375,0.07733333333333334,0.005333333333333333,0.06896551724137931
lh_cuneus -- rh_lingual,117,11.0,CTRL,375,0.312,0.029333333333333333,0.09401709401709402
lh_cuneus -- rh_medialorbitofrontal,23,4.0,CTRL,375,0.06133333333333333,0.010666666666666666,0.17391304347826086
lh_cuneus -- rh_middletemporal,2,0.0,CTRL,375,0.005333333333333333,0.0,0.0
lh_cuneus -- rh_parahippocampal,10,0.0,CTRL,375,0.02666666666666667,0.0,0.0
lh_cuneus -- rh_parsopercularis,10,1.0,CTRL,375,0.02666666666666667,0.0026666666666666666,0.1
lh_cuneus -- rh_parsorbitalis,51,6.0,CTRL,375,0.136,0.016,0.11764705882352941
lh_cuneus -- rh_parstriangularis,15,0.0,CTRL,375,0.04,0.0,0.0
lh_cuneus -- rh_pericalcarine,38,5.0,CTRL,375,0.10133333333333333,0.013333333333333334,0.13157894736842105
lh_cuneus -- rh_postcentral,23,0.0,CTRL,375,0.06133333333333333,0.0,0.0
lh_cuneus -- rh_precentral,12,2.0,CTRL,375,0.032,0.005333333333333333,0.16666666666666666
lh_cuneus -- rh_precuneus,128,10.0,CTRL,375,0.3413333333333333,0.02666666666666667,0.078125
lh_cuneus -- rh_rostralanteriorcingulate,8,0.0,CTRL,375,0.021333333333333333,0.0,0.0
lh_cuneus -- rh_rostralmiddlefrontal,4,0.0,CTRL,375,0.010666666666666666,0.0,0.0
lh_cuneus -- rh_superiorfrontal,1,0.0,CTRL,375,0.0026666666666666666,0.0,0.0
lh_cuneus -- rh_superiorparietal,8,1.0,CTRL,375,0.021333333333333333,0.0026666666666666666,0.125
lh_cuneus -- rh_superiortemporal,4,0.0,CTRL,375,0.010666666666666666,0.0,0.0
lh_cuneus -- rh_supramarginal,17,1.0,CTRL,375,0.04533333333333334,0.0026666666666666666,0.058823529411764705
lh_cuneus -- rh_temporalpole,103,4.0,CTRL,375,0.27466666666666667,0.010666666666666666,0.038834951456310676
lh_entorhinal -- lh_frontalpole,16,0.0,CTRL,375,0.042666666666666665,0.0,0.0
lh_entorhinal -- lh_fusiform,5,1.0,CTRL,375,0.013333333333333334,0.0026666666666666666,0.2
lh_entorhinal -- lh_inferiorparietal,27,3.0,CTRL,375,0.072,0.008,0.1111111111111111
lh_entorhinal -- lh_inferiortemporal,2,0.0,CTRL,375,0.005333333333333333,0.0,0.0
lh_entorhinal -- lh_isthmuscingulate,1,0.0,CTRL,375,0.0026666666666666666,0.0,0.0
lh_entorhinal -- lh_lateraloccipital,1,0.0,CTRL,375,0.0026666666666666666,0.0,0.0
lh_entorhinal -- lh_lateralorbitofrontal,23,1.0,CTRL,375,0.06133333333333333,0.0026666666666666666,0.043478260869565216
lh_entorhinal -- lh_lingual,204,12.0,CTRL,375,0.544,0.032,0.058823529411764705
lh_entorhinal -- lh_medialorbitofrontal,41,9.0,CTRL,375,0.10933333333333334,0.024,0.21951219512195122
lh_entorhinal -- lh_parahippocampal,18,4.0,CTRL,375,0.048,0.010666666666666666,0.2222222222222222
lh_entorhinal -- lh_parsopercularis,8,0.0,CTRL,375,0.021333333333333333,0.0,0.0
lh_entorhinal -- lh_parsorbitalis,57,7.0,CTRL,375,0.152,0.018666666666666668,0.12280701754385964
lh_entorhinal -- lh_parstriangularis,4,0.0,CTRL,375,0.010666666666666666,0.0,0.0
lh_entorhinal -- lh_postcentral,14,1.0,CTRL,375,0.037333333333333336,0.0026666666666666666,0.07142857142857142
lh_entorhinal -- lh_precentral,1,0.0,CTRL,375,0.0026666666666666666,0.0,0.0
lh_entorhinal -- lh_precuneus,173,15.0,CTRL,375,0.4613333333333333,0.04,0.08670520231213873
lh_entorhinal -- lh_rostralanteriorcingulate,2,1.0,CTRL,375,0.005333333333333333,0.0026666666666666666,0.5
lh_entorhinal -- lh_rostralmiddlefrontal,2,0.0,CTRL,375,0.005333333333333333,0.0,0.0
lh_entorhinal -- lh_superiorparietal,13,1.0,CTRL,375,0.034666666666666665,0.0026666666666666666,0.07692307692307693
lh_entorhinal -- lh_supramarginal,4,1.0,CTRL,375,0.010666666666666666,0.0026666666666666666,0.25
lh_entorhinal -- lh_temporalpole,158,13.0,CTRL,375,0.42133333333333334,0.034666666666666665,0.08227848101265822
lh_entorhinal -- rh_caudalmiddlefrontal,1,1.0,CTRL,375,0.0026666666666666666,0.0026666666666666666,1.0
lh_entorhinal -- rh_cuneus,46,4.0,CTRL,375,0.12266666666666666,0.010666666666666666,0.08695652173913043
lh_entorhinal -- rh_entorhinal,279,35.0,CTRL,375,0.744,0.09333333333333334,0.12544802867383512
lh_entorhinal -- rh_frontalpole,9,2.0,CTRL,375,0.024,0.005333333333333333,0.2222222222222222
lh_entorhinal -- rh_fusiform,3,1.0,CTRL,375,0.008,0.0026666666666666666,0.3333333333333333
lh_entorhinal -- rh_inferiorparietal,5,0.0,CTRL,375,0.013333333333333334,0.0,0.0
lh_entorhinal -- rh_inferiortemporal,6,1.0,CTRL,375,0.016,0.0026666666666666666,0.16666666666666666
lh_entorhinal -- rh_isthmuscingulate,1,0.0,CTRL,375,0.0026666666666666666,0.0,0.0
lh_entorhinal -- rh_lateraloccipital,2,0.0,CTRL,375,0.005333333333333333,0.0,0.0
lh_entorhinal -- rh_lateralorbitofrontal,25,4.0,CTRL,375,0.06666666666666667,0.010666666666666666,0.16
lh_entorhinal -- rh_lingual,119,9.0,CTRL,375,0.31733333333333336,0.024,0.07563025210084033
lh_entorhinal -- rh_medialorbitofrontal,41,6.0,CTRL,375,0.10933333333333334,0.016,0.14634146341463414
lh_entorhinal -- rh_paracentral,2,0.0,CTRL,375,0.005333333333333333,0.0,0.0
lh_entorhinal -- rh_parahippocampal,4,0.0,CTRL,375,0.010666666666666666,0.0,0.0
lh_entorhinal -- rh_parsorbitalis,85,7.0,CTRL,375,0.22666666666666666,0.018666666666666668,0.08235294117647059
lh_entorhinal -- rh_parstriangularis,12,2.0,CTRL,375,0.032,0.005333333333333333,0.16666666666666666
lh_entorhinal -- rh_pericalcarine,3,0.0,CTRL,375,0.008,0.0,0.0
lh_entorhinal -- rh_postcentral,26,1.0,CTRL,375,0.06933333333333333,0.0026666666666666666,0.038461538461538464
lh_entorhinal -- rh_precentral,2,0.0,CTRL,375,0.005333333333333333,0.0,0.0
lh_entorhinal -- rh_precuneus,169,12.0,CTRL,375,0.45066666666666666,0.032,0.07100591715976332
lh_entorhinal -- rh_rostralmiddlefrontal,2,0.0,CTRL,375,0.005333333333333333,0.0,0.0
lh_entorhinal -- rh_superiorparietal,6,0.0,CTRL,375,0.016,0.0,0.0
lh_entorhinal -- rh_superiortemporal,2,0.0,CTRL,375,0.005333333333333333,0.0,0.0
lh_entorhinal -- rh_supramarginal,43,6.0,CTRL,375,0.11466666666666667,0.016,0.13953488372093023
lh_entorhinal -- rh_temporalpole,168,15.0,CTRL,375,0.448,0.04,0.08928571428571429
lh_frontalpole -- lh_fusiform,12,1.0,CTRL,375,0.032,0.0026666666666666666,0.08333333333333333
lh_frontalpole -- lh_inferiortemporal,19,0.0,CTRL,375,0.050666666666666665,0.0,0.0
lh_frontalpole -- lh_isthmuscingulate,107,7.0,CTRL,375,0.2853333333333333,0.018666666666666668,0.06542056074766354
lh_frontalpole -- lh_lateralorbitofrontal,48,0.0,CTRL,375,0.128,0.0,0.0
lh_frontalpole -- lh_lingual,13,4.0,CTRL,375,0.034666666666666665,0.010666666666666666,0.3076923076923077
lh_frontalpole -- lh_medialorbitofrontal,43,0.0,CTRL,375,0.11466666666666667,0.0,0.0
lh_frontalpole -- lh_middletemporal,67,3.0,CTRL,375,0.17866666666666667,0.008,0.04477611940298507
lh_frontalpole -- lh_paracentral,8,0.0,CTRL,375,0.021333333333333333,0.0,0.0
lh_frontalpole -- lh_parahippocampal,3,0.0,CTRL,375,0.008,0.0,0.0
lh_frontalpole -- lh_parsopercularis,2,1.0,CTRL,375,0.005333333333333333,0.0026666666666666666,0.5
lh_frontalpole -- lh_parsorbitalis,242,12.0,CTRL,375,0.6453333333333333,0.032,0.049586776859504134
lh_frontalpole -- lh_parstriangularis,13,0.0,CTRL,375,0.034666666666666665,0.0,0.0
lh_frontalpole -- lh_pericalcarine,263,18.0,CTRL,375,0.7013333333333334,0.048,0.06844106463878327
lh_frontalpole -- lh_posteriorcingulate,43,5.0,CTRL,375,0.11466666666666667,0.013333333333333334,0.11627906976744186
lh_frontalpole -- lh_precuneus,33,4.0,CTRL,375,0.088,0.010666666666666666,0.12121212121212122
lh_frontalpole -- lh_superiortemporal,21,0.0,CTRL,375,0.056,0.0,0.0
lh_frontalpole -- lh_supramarginal,1,0.0,CTRL,375,0.0026666666666666666,0.0,0.0
lh_frontalpole -- lh_temporalpole,133,8.0,CTRL,375,0.3546666666666667,0.021333333333333333,0.06015037593984962
lh_frontalpole -- rh_bankssts,3,0.0,CTRL,375,0.008,0.0,0.0
lh_frontalpole -- rh_caudalanteriorcingulate,23,0.0,CTRL,375,0.06133333333333333,0.0,0.0
lh_frontalpole -- rh_caudalmiddlefrontal,22,5.0,CTRL,375,0.058666666666666666,0.013333333333333334,0.22727272727272727
lh_frontalpole -- rh_cuneus,10,0.0,CTRL,375,0.02666666666666667,0.0,0.0
lh_frontalpole -- rh_entorhinal,13,2.0,CTRL,375,0.034666666666666665,0.005333333333333333,0.15384615384615385
lh_frontalpole -- rh_frontalpole,297,24.0,CTRL,375,0.792,0.064,0.08080808080808081
lh_frontalpole -- rh_fusiform,7,1.0,CTRL,375,0.018666666666666668,0.0026666666666666666,0.14285714285714285
lh_frontalpole -- rh_inferiortemporal,58,4.0,CTRL,375,0.15466666666666667,0.010666666666666666,0.06896551724137931
lh_frontalpole -- rh_isthmuscingulate,74,5.0,CTRL,375,0.19733333333333333,0.013333333333333334,0.06756756756756757
lh_frontalpole -- rh_lateralorbitofrontal,100,3.0,CTRL,375,0.26666666666666666,0.008,0.03
lh_frontalpole -- rh_lingual,4,0.0,CTRL,375,0.010666666666666666,0.0,0.0
lh_frontalpole -- rh_medialorbitofrontal,31,0.0,CTRL,375,0.08266666666666667,0.0,0.0
lh_frontalpole -- rh_middletemporal,62,2.0,CTRL,375,0.16533333333333333,0.005333333333333333,0.03225806451612903
lh_frontalpole -- rh_paracentral,10,0.0,CTRL,375,0.02666666666666667,0.0,0.0
lh_frontalpole -- rh_parahippocampal,5,0.0,CTRL,375,0.013333333333333334,0.0,0.0
lh_frontalpole -- rh_parsorbitalis,168,13.0,CTRL,375,0.448,0.034666666666666665,0.07738095238095238
lh_frontalpole -- rh_parstriangularis,21,1.0,CTRL,375,0.056,0.0026666666666666666,0.047619047619047616
lh_frontalpole -- rh_pericalcarine,272,18.0,CTRL,375,0.7253333333333334,0.048,0.0661764705882353
lh_frontalpole -- rh_posteriorcingulate,42,5.0,CTRL,375,0.112,0.013333333333333334,0.11904761904761904
lh_frontalpole -- rh_precuneus,9,0.0,CTRL,375,0.024,0.0,0.0
lh_frontalpole -- rh_superiortemporal,65,5.0,CTRL,375,0.17333333333333334,0.013333333333333334,0.07692307692307693
lh_frontalpole -- rh_supramarginal,7,1.0,CTRL,375,0.018666666666666668,0.0026666666666666666,0.14285714285714285
lh_frontalpole -- rh_temporalpole,128,9.0,CTRL,375,0.3413333333333333,0.024,0.0703125
lh_fusiform -- lh_inferiorparietal,6,2.0,CTRL,375,0.016,0.005333333333333333,0.3333333333333333
lh_fusiform -- lh_inferiortemporal,13,0.0,CTRL,375,0.034666666666666665,0.0,0.0
lh_fusiform -- lh_insula,6,0.0,CTRL,375,0.016,0.0,0.0
lh_fusiform -- lh_isthmuscingulate,25,1.0,CTRL,375,0.06666666666666667,0.0026666666666666666,0.04
lh_fusiform -- lh_lateralorbitofrontal,21,8.0,CTRL,375,0.056,0.021333333333333333,0.38095238095238093
lh_fusiform -- lh_lingual,3,1.0,CTRL,375,0.008,0.0026666666666666666,0.3333333333333333
lh_fusiform -- lh_medialorbitofrontal,21,13.0,CTRL,375,0.056,0.034666666666666665,0.6190476190476191
lh_fusiform -- lh_middletemporal,19,2.0,CTRL,375,0.050666666666666665,0.005333333333333333,0.10526315789473684
lh_fusiform -- lh_paracentral,35,3.0,CTRL,375,0.09333333333333334,0.008,0.08571428571428572
lh_fusiform -- lh_parahippocampal,2,0.0,CTRL,375,0.005333333333333333,0.0,0.0
lh_fusiform -- lh_parsopercularis,5,2.0,CTRL,375,0.013333333333333334,0.005333333333333333,0.4
lh_fusiform -- lh_parsorbitalis,12,3.0,CTRL,375,0.032,0.008,0.25
lh_fusiform -- lh_parstriangularis,15,2.0,CTRL,375,0.04,0.005333333333333333,0.13333333333333333
lh_fusiform -- lh_pericalcarine,15,1.0,CTRL,375,0.04,0.0026666666666666666,0.06666666666666667
lh_fusiform -- lh_postcentral,7,1.0,CTRL,375,0.018666666666666668,0.0026666666666666666,0.14285714285714285
lh_fusiform -- lh_posteriorcingulate,15,2.0,CTRL,375,0.04,0.005333333333333333,0.13333333333333333
lh_fusiform -- lh_precentral,5,0.0,CTRL,375,0.013333333333333334,0.0,0.0
lh_fusiform -- lh_rostralanteriorcingulate,8,3.0,CTRL,375,0.021333333333333333,0.008,0.375
lh_fusiform -- lh_rostralmiddlefrontal,4,0.0,CTRL,375,0.010666666666666666,0.0,0.0
lh_fusiform -- lh_superiorfrontal,3,0.0,CTRL,375,0.008,0.0,0.0
lh_fusiform -- lh_superiorparietal,4,1.0,CTRL,375,0.010666666666666666,0.0026666666666666666,0.25
lh_fusiform -- lh_superiortemporal,17,1.0,CTRL,375,0.04533333333333334,0.0026666666666666666,0.058823529411764705
