edge,presence_count,top20_count,group,n_instances,presence_frequency,overall_top20_frequency,conditional_top20_frequency
lh_entorhinal -- rh_frontalpole,14,0.0,SZ,150,0.09333333333333334,0.0,0.0
lh_entorhinal -- rh_fusiform,3,1.0,SZ,150,0.02,0.006666666666666667,0.3333333333333333
lh_entorhinal -- rh_inferiortemporal,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_entorhinal -- rh_lateralorbitofrontal,9,0.0,SZ,150,0.06,0.0,0.0
lh_entorhinal -- rh_lingual,50,4.0,SZ,150,0.3333333333333333,0.02666666666666667,0.08
lh_entorhinal -- rh_medialorbitofrontal,12,3.0,SZ,150,0.08,0.02,0.25
lh_entorhinal -- rh_middletemporal,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_entorhinal -- rh_parahippocampal,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_entorhinal -- rh_parsopercularis,3,0.0,SZ,150,0.02,0.0,0.0
lh_entorhinal -- rh_parsorbitalis,38,2.0,SZ,150,0.25333333333333335,0.013333333333333334,0.05263157894736842
lh_entorhinal -- rh_parstriangularis,7,0.0,SZ,150,0.04666666666666667,0.0,0.0
lh_entorhinal -- rh_pericalcarine,4,1.0,SZ,150,0.02666666666666667,0.006666666666666667,0.25
lh_entorhinal -- rh_postcentral,8,1.0,SZ,150,0.05333333333333334,0.006666666666666667,0.125
lh_entorhinal -- rh_posteriorcingulate,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_entorhinal -- rh_precentral,3,0.0,SZ,150,0.02,0.0,0.0
lh_entorhinal -- rh_precuneus,63,3.0,SZ,150,0.42,0.02,0.047619047619047616
lh_entorhinal -- rh_rostralmiddlefrontal,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_entorhinal -- rh_superiorparietal,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_entorhinal -- rh_supramarginal,19,3.0,SZ,150,0.12666666666666668,0.02,0.15789473684210525
lh_entorhinal -- rh_temporalpole,82,4.0,SZ,150,0.5466666666666666,0.02666666666666667,0.04878048780487805
lh_frontalpole -- lh_fusiform,6,0.0,SZ,150,0.04,0.0,0.0
lh_frontalpole -- lh_inferiortemporal,2,1.0,SZ,150,0.013333333333333334,0.006666666666666667,0.5
lh_frontalpole -- lh_isthmuscingulate,37,1.0,SZ,150,0.24666666666666667,0.006666666666666667,0.02702702702702703
lh_frontalpole -- lh_lateralorbitofrontal,24,4.0,SZ,150,0.16,0.02666666666666667,0.16666666666666666
lh_frontalpole -- lh_lingual,12,1.0,SZ,150,0.08,0.006666666666666667,0.08333333333333333
lh_frontalpole -- lh_medialorbitofrontal,6,0.0,SZ,150,0.04,0.0,0.0
lh_frontalpole -- lh_middletemporal,26,0.0,SZ,150,0.17333333333333334,0.0,0.0
lh_frontalpole -- lh_paracentral,5,0.0,SZ,150,0.03333333333333333,0.0,0.0
lh_frontalpole -- lh_parsorbitalis,73,4.0,SZ,150,0.4866666666666667,0.02666666666666667,0.0547945205479452
lh_frontalpole -- lh_parstriangularis,5,0.0,SZ,150,0.03333333333333333,0.0,0.0
lh_frontalpole -- lh_pericalcarine,99,6.0,SZ,150,0.66,0.04,0.06060606060606061
lh_frontalpole -- lh_posteriorcingulate,9,0.0,SZ,150,0.06,0.0,0.0
lh_frontalpole -- lh_precuneus,19,5.0,SZ,150,0.12666666666666668,0.03333333333333333,0.2631578947368421
lh_frontalpole -- lh_superiortemporal,8,1.0,SZ,150,0.05333333333333334,0.006666666666666667,0.125
lh_frontalpole -- lh_temporalpole,58,4.0,SZ,150,0.38666666666666666,0.02666666666666667,0.06896551724137931
lh_frontalpole -- rh_caudalanteriorcingulate,14,2.0,SZ,150,0.09333333333333334,0.013333333333333334,0.14285714285714285
lh_frontalpole -- rh_caudalmiddlefrontal,11,1.0,SZ,150,0.07333333333333333,0.006666666666666667,0.09090909090909091
lh_frontalpole -- rh_cuneus,4,0.0,SZ,150,0.02666666666666667,0.0,0.0
lh_frontalpole -- rh_entorhinal,15,1.0,SZ,150,0.1,0.006666666666666667,0.06666666666666667
lh_frontalpole -- rh_frontalpole,120,6.0,SZ,150,0.8,0.04,0.05
lh_frontalpole -- rh_fusiform,10,4.0,SZ,150,0.06666666666666667,0.02666666666666667,0.4
lh_frontalpole -- rh_inferiortemporal,23,0.0,SZ,150,0.15333333333333332,0.0,0.0
lh_frontalpole -- rh_isthmuscingulate,28,1.0,SZ,150,0.18666666666666668,0.006666666666666667,0.03571428571428571
lh_frontalpole -- rh_lateralorbitofrontal,11,1.0,SZ,150,0.07333333333333333,0.006666666666666667,0.09090909090909091
lh_frontalpole -- rh_lingual,3,0.0,SZ,150,0.02,0.0,0.0
lh_frontalpole -- rh_medialorbitofrontal,18,2.0,SZ,150,0.12,0.013333333333333334,0.1111111111111111
lh_frontalpole -- rh_middletemporal,26,0.0,SZ,150,0.17333333333333334,0.0,0.0
lh_frontalpole -- rh_paracentral,4,1.0,SZ,150,0.02666666666666667,0.006666666666666667,0.25
lh_frontalpole -- rh_parahippocampal,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_frontalpole -- rh_parsorbitalis,80,4.0,SZ,150,0.5333333333333333,0.02666666666666667,0.05
lh_frontalpole -- rh_parstriangularis,7,0.0,SZ,150,0.04666666666666667,0.0,0.0
lh_frontalpole -- rh_pericalcarine,105,14.0,SZ,150,0.7,0.09333333333333334,0.13333333333333333
lh_frontalpole -- rh_posteriorcingulate,15,0.0,SZ,150,0.1,0.0,0.0
lh_frontalpole -- rh_precuneus,6,0.0,SZ,150,0.04,0.0,0.0
lh_frontalpole -- rh_superiortemporal,22,1.0,SZ,150,0.14666666666666667,0.006666666666666667,0.045454545454545456
lh_frontalpole -- rh_supramarginal,7,0.0,SZ,150,0.04666666666666667,0.0,0.0
lh_frontalpole -- rh_temporalpole,35,3.0,SZ,150,0.23333333333333334,0.02,0.08571428571428572
lh_fusiform -- lh_inferiorparietal,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_fusiform -- lh_inferiortemporal,4,0.0,SZ,150,0.02666666666666667,0.0,0.0
lh_fusiform -- lh_insula,7,0.0,SZ,150,0.04666666666666667,0.0,0.0
lh_fusiform -- lh_isthmuscingulate,7,0.0,SZ,150,0.04666666666666667,0.0,0.0
lh_fusiform -- lh_lateraloccipital,4,1.0,SZ,150,0.02666666666666667,0.006666666666666667,0.25
lh_fusiform -- lh_lateralorbitofrontal,5,2.0,SZ,150,0.03333333333333333,0.013333333333333334,0.4
lh_fusiform -- lh_lingual,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_fusiform -- lh_medialorbitofrontal,20,8.0,SZ,150,0.13333333333333333,0.05333333333333334,0.4
lh_fusiform -- lh_middletemporal,9,2.0,SZ,150,0.06,0.013333333333333334,0.2222222222222222
lh_fusiform -- lh_paracentral,13,2.0,SZ,150,0.08666666666666667,0.013333333333333334,0.15384615384615385
lh_fusiform -- lh_parahippocampal,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_fusiform -- lh_parsorbitalis,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_fusiform -- lh_parstriangularis,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_fusiform -- lh_pericalcarine,10,1.0,SZ,150,0.06666666666666667,0.006666666666666667,0.1
lh_fusiform -- lh_postcentral,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_fusiform -- lh_posteriorcingulate,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_fusiform -- lh_precentral,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_fusiform -- lh_precuneus,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_fusiform -- lh_rostralanteriorcingulate,6,0.0,SZ,150,0.04,0.0,0.0
lh_fusiform -- lh_rostralmiddlefrontal,3,0.0,SZ,150,0.02,0.0,0.0
lh_fusiform -- lh_superiorfrontal,4,0.0,SZ,150,0.02666666666666667,0.0,0.0
lh_fusiform -- lh_superiorparietal,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_fusiform -- lh_superiortemporal,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_fusiform -- lh_supramarginal,5,0.0,SZ,150,0.03333333333333333,0.0,0.0
lh_fusiform -- lh_temporalpole,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_fusiform -- lh_transversetemporal,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_fusiform -- rh_bankssts,3,1.0,SZ,150,0.02,0.006666666666666667,0.3333333333333333
lh_fusiform -- rh_caudalanteriorcingulate,3,0.0,SZ,150,0.02,0.0,0.0
lh_fusiform -- rh_caudalmiddlefrontal,4,0.0,SZ,150,0.02666666666666667,0.0,0.0
lh_fusiform -- rh_cuneus,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_fusiform -- rh_entorhinal,3,1.0,SZ,150,0.02,0.006666666666666667,0.3333333333333333
lh_fusiform -- rh_frontalpole,6,2.0,SZ,150,0.04,0.013333333333333334,0.3333333333333333
lh_fusiform -- rh_fusiform,33,10.0,SZ,150,0.22,0.06666666666666667,0.30303030303030304
lh_fusiform -- rh_inferiorparietal,6,1.0,SZ,150,0.04,0.006666666666666667,0.16666666666666666
lh_fusiform -- rh_inferiortemporal,5,0.0,SZ,150,0.03333333333333333,0.0,0.0
lh_fusiform -- rh_insula,7,0.0,SZ,150,0.04666666666666667,0.0,0.0
lh_fusiform -- rh_isthmuscingulate,12,3.0,SZ,150,0.08,0.02,0.25
lh_fusiform -- rh_lateraloccipital,4,2.0,SZ,150,0.02666666666666667,0.013333333333333334,0.5
lh_fusiform -- rh_lateralorbitofrontal,8,4.0,SZ,150,0.05333333333333334,0.02666666666666667,0.5
lh_fusiform -- rh_lingual,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_fusiform -- rh_medialorbitofrontal,6,1.0,SZ,150,0.04,0.006666666666666667,0.16666666666666666
lh_fusiform -- rh_middletemporal,9,2.0,SZ,150,0.06,0.013333333333333334,0.2222222222222222
lh_fusiform -- rh_paracentral,12,2.0,SZ,150,0.08,0.013333333333333334,0.16666666666666666
lh_fusiform -- rh_parahippocampal,7,1.0,SZ,150,0.04666666666666667,0.006666666666666667,0.14285714285714285
lh_fusiform -- rh_parsopercularis,3,1.0,SZ,150,0.02,0.006666666666666667,0.3333333333333333
lh_fusiform -- rh_parsorbitalis,1,1.0,SZ,150,0.006666666666666667,0.006666666666666667,1.0
lh_fusiform -- rh_parstriangularis,11,0.0,SZ,150,0.07333333333333333,0.0,0.0
lh_fusiform -- rh_pericalcarine,10,0.0,SZ,150,0.06666666666666667,0.0,0.0
lh_fusiform -- rh_postcentral,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_fusiform -- rh_posteriorcingulate,6,0.0,SZ,150,0.04,0.0,0.0
lh_fusiform -- rh_precentral,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_fusiform -- rh_precuneus,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_fusiform -- rh_rostralanteriorcingulate,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_fusiform -- rh_superiorfrontal,5,0.0,SZ,150,0.03333333333333333,0.0,0.0
lh_fusiform -- rh_superiortemporal,6,0.0,SZ,150,0.04,0.0,0.0
lh_fusiform -- rh_supramarginal,10,2.0,SZ,150,0.06666666666666667,0.013333333333333334,0.2
lh_fusiform -- rh_temporalpole,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_inferiorparietal -- lh_inferiortemporal,5,0.0,SZ,150,0.03333333333333333,0.0,0.0
lh_inferiorparietal -- lh_insula,5,0.0,SZ,150,0.03333333333333333,0.0,0.0
lh_inferiorparietal -- lh_isthmuscingulate,4,0.0,SZ,150,0.02666666666666667,0.0,0.0
lh_inferiorparietal -- lh_lateraloccipital,86,2.0,SZ,150,0.5733333333333334,0.013333333333333334,0.023255813953488372
lh_inferiorparietal -- lh_lateralorbitofrontal,10,2.0,SZ,150,0.06666666666666667,0.013333333333333334,0.2
lh_inferiorparietal -- lh_lingual,34,0.0,SZ,150,0.22666666666666666,0.0,0.0
lh_inferiorparietal -- lh_medialorbitofrontal,3,0.0,SZ,150,0.02,0.0,0.0
lh_inferiorparietal -- lh_middletemporal,8,2.0,SZ,150,0.05333333333333334,0.013333333333333334,0.25
lh_inferiorparietal -- lh_paracentral,25,0.0,SZ,150,0.16666666666666666,0.0,0.0
lh_inferiorparietal -- lh_parahippocampal,34,0.0,SZ,150,0.22666666666666666,0.0,0.0
lh_inferiorparietal -- lh_parsopercularis,23,0.0,SZ,150,0.15333333333333332,0.0,0.0
lh_inferiorparietal -- lh_parsorbitalis,3,1.0,SZ,150,0.02,0.006666666666666667,0.3333333333333333
lh_inferiorparietal -- lh_parstriangularis,36,0.0,SZ,150,0.24,0.0,0.0
lh_inferiorparietal -- lh_postcentral,113,7.0,SZ,150,0.7533333333333333,0.04666666666666667,0.061946902654867256
lh_inferiorparietal -- lh_precentral,40,2.0,SZ,150,0.26666666666666666,0.013333333333333334,0.05
lh_inferiorparietal -- lh_precuneus,23,1.0,SZ,150,0.15333333333333332,0.006666666666666667,0.043478260869565216
lh_inferiorparietal -- lh_rostralanteriorcingulate,17,0.0,SZ,150,0.11333333333333333,0.0,0.0
lh_inferiorparietal -- lh_rostralmiddlefrontal,103,6.0,SZ,150,0.6866666666666666,0.04,0.05825242718446602
lh_inferiorparietal -- lh_superiorfrontal,21,1.0,SZ,150,0.14,0.006666666666666667,0.047619047619047616
lh_inferiorparietal -- lh_superiorparietal,125,7.0,SZ,150,0.8333333333333334,0.04666666666666667,0.056
lh_inferiorparietal -- lh_superiortemporal,8,3.0,SZ,150,0.05333333333333334,0.02,0.375
lh_inferiorparietal -- lh_supramarginal,59,5.0,SZ,150,0.3933333333333333,0.03333333333333333,0.0847457627118644
lh_inferiorparietal -- lh_temporalpole,3,1.0,SZ,150,0.02,0.006666666666666667,0.3333333333333333
lh_inferiorparietal -- rh_bankssts,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_inferiorparietal -- rh_caudalanteriorcingulate,5,0.0,SZ,150,0.03333333333333333,0.0,0.0
lh_inferiorparietal -- rh_caudalmiddlefrontal,6,0.0,SZ,150,0.04,0.0,0.0
lh_inferiorparietal -- rh_cuneus,22,1.0,SZ,150,0.14666666666666667,0.006666666666666667,0.045454545454545456
lh_inferiorparietal -- rh_entorhinal,10,1.0,SZ,150,0.06666666666666667,0.006666666666666667,0.1
lh_inferiorparietal -- rh_inferiorparietal,107,6.0,SZ,150,0.7133333333333334,0.04,0.056074766355140186
lh_inferiorparietal -- rh_insula,9,0.0,SZ,150,0.06,0.0,0.0
lh_inferiorparietal -- rh_isthmuscingulate,4,0.0,SZ,150,0.02666666666666667,0.0,0.0
lh_inferiorparietal -- rh_lateraloccipital,82,5.0,SZ,150,0.5466666666666666,0.03333333333333333,0.06097560975609756
lh_inferiorparietal -- rh_lateralorbitofrontal,16,0.0,SZ,150,0.10666666666666667,0.0,0.0
lh_inferiorparietal -- rh_lingual,33,2.0,SZ,150,0.22,0.013333333333333334,0.06060606060606061
lh_inferiorparietal -- rh_medialorbitofrontal,18,0.0,SZ,150,0.12,0.0,0.0
lh_inferiorparietal -- rh_middletemporal,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_inferiorparietal -- rh_paracentral,4,0.0,SZ,150,0.02666666666666667,0.0,0.0
lh_inferiorparietal -- rh_parahippocampal,56,2.0,SZ,150,0.37333333333333335,0.013333333333333334,0.03571428571428571
lh_inferiorparietal -- rh_parsopercularis,22,1.0,SZ,150,0.14666666666666667,0.006666666666666667,0.045454545454545456
lh_inferiorparietal -- rh_parsorbitalis,3,0.0,SZ,150,0.02,0.0,0.0
lh_inferiorparietal -- rh_parstriangularis,22,1.0,SZ,150,0.14666666666666667,0.006666666666666667,0.045454545454545456
lh_inferiorparietal -- rh_postcentral,88,7.0,SZ,150,0.5866666666666667,0.04666666666666667,0.07954545454545454
lh_inferiorparietal -- rh_precentral,43,0.0,SZ,150,0.2866666666666667,0.0,0.0
lh_inferiorparietal -- rh_precuneus,33,2.0,SZ,150,0.22,0.013333333333333334,0.06060606060606061
lh_inferiorparietal -- rh_rostralanteriorcingulate,26,1.0,SZ,150,0.17333333333333334,0.006666666666666667,0.038461538461538464
lh_inferiorparietal -- rh_rostralmiddlefrontal,104,2.0,SZ,150,0.6933333333333334,0.013333333333333334,0.019230769230769232
lh_inferiorparietal -- rh_superiorfrontal,28,0.0,SZ,150,0.18666666666666668,0.0,0.0
lh_inferiorparietal -- rh_superiorparietal,110,3.0,SZ,150,0.7333333333333333,0.02,0.02727272727272727
lh_inferiorparietal -- rh_superiortemporal,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_inferiorparietal -- rh_supramarginal,43,2.0,SZ,150,0.2866666666666667,0.013333333333333334,0.046511627906976744
lh_inferiorparietal -- rh_temporalpole,4,0.0,SZ,150,0.02666666666666667,0.0,0.0
lh_inferiorparietal -- rh_transversetemporal,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_inferiortemporal -- lh_insula,37,1.0,SZ,150,0.24666666666666667,0.006666666666666667,0.02702702702702703
lh_inferiortemporal -- lh_isthmuscingulate,23,1.0,SZ,150,0.15333333333333332,0.006666666666666667,0.043478260869565216
lh_inferiortemporal -- lh_lateraloccipital,13,0.0,SZ,150,0.08666666666666667,0.0,0.0
lh_inferiortemporal -- lh_lateralorbitofrontal,8,1.0,SZ,150,0.05333333333333334,0.006666666666666667,0.125
lh_inferiortemporal -- lh_lingual,3,1.0,SZ,150,0.02,0.006666666666666667,0.3333333333333333
lh_inferiortemporal -- lh_medialorbitofrontal,5,0.0,SZ,150,0.03333333333333333,0.0,0.0
lh_inferiortemporal -- lh_middletemporal,48,5.0,SZ,150,0.32,0.03333333333333333,0.10416666666666667
lh_inferiortemporal -- lh_paracentral,23,2.0,SZ,150,0.15333333333333332,0.013333333333333334,0.08695652173913043
lh_inferiortemporal -- lh_parahippocampal,9,1.0,SZ,150,0.06,0.006666666666666667,0.1111111111111111
lh_inferiortemporal -- lh_parsopercularis,12,1.0,SZ,150,0.08,0.006666666666666667,0.08333333333333333
lh_inferiortemporal -- lh_parsorbitalis,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_inferiortemporal -- lh_parstriangularis,33,6.0,SZ,150,0.22,0.04,0.18181818181818182
lh_inferiortemporal -- lh_pericalcarine,4,0.0,SZ,150,0.02666666666666667,0.0,0.0
lh_inferiortemporal -- lh_postcentral,3,0.0,SZ,150,0.02,0.0,0.0
lh_inferiortemporal -- lh_posteriorcingulate,63,2.0,SZ,150,0.42,0.013333333333333334,0.031746031746031744
lh_inferiortemporal -- lh_precentral,13,1.0,SZ,150,0.08666666666666667,0.006666666666666667,0.07692307692307693
lh_inferiortemporal -- lh_precuneus,5,2.0,SZ,150,0.03333333333333333,0.013333333333333334,0.4
lh_inferiortemporal -- lh_rostralanteriorcingulate,17,0.0,SZ,150,0.11333333333333333,0.0,0.0
lh_inferiortemporal -- lh_rostralmiddlefrontal,9,0.0,SZ,150,0.06,0.0,0.0
lh_inferiortemporal -- lh_superiorfrontal,32,1.0,SZ,150,0.21333333333333335,0.006666666666666667,0.03125
lh_inferiortemporal -- lh_superiorparietal,10,1.0,SZ,150,0.06666666666666667,0.006666666666666667,0.1
lh_inferiortemporal -- lh_superiortemporal,55,3.0,SZ,150,0.36666666666666664,0.02,0.05454545454545454
lh_inferiortemporal -- lh_supramarginal,21,0.0,SZ,150,0.14,0.0,0.0
lh_inferiortemporal -- lh_temporalpole,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_inferiortemporal -- lh_transversetemporal,11,0.0,SZ,150,0.07333333333333333,0.0,0.0
lh_inferiortemporal -- rh_bankssts,68,4.0,SZ,150,0.4533333333333333,0.02666666666666667,0.058823529411764705
lh_inferiortemporal -- rh_caudalanteriorcingulate,38,2.0,SZ,150,0.25333333333333335,0.013333333333333334,0.05263157894736842
lh_inferiortemporal -- rh_caudalmiddlefrontal,42,0.0,SZ,150,0.28,0.0,0.0
lh_inferiortemporal -- rh_cuneus,6,0.0,SZ,150,0.04,0.0,0.0
lh_inferiortemporal -- rh_entorhinal,3,1.0,SZ,150,0.02,0.006666666666666667,0.3333333333333333
lh_inferiortemporal -- rh_frontalpole,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_inferiortemporal -- rh_fusiform,4,1.0,SZ,150,0.02666666666666667,0.006666666666666667,0.25
lh_inferiortemporal -- rh_inferiorparietal,22,0.0,SZ,150,0.14666666666666667,0.0,0.0
lh_inferiortemporal -- rh_inferiortemporal,53,1.0,SZ,150,0.35333333333333333,0.006666666666666667,0.018867924528301886
lh_inferiortemporal -- rh_insula,42,2.0,SZ,150,0.28,0.013333333333333334,0.047619047619047616
lh_inferiortemporal -- rh_isthmuscingulate,32,1.0,SZ,150,0.21333333333333335,0.006666666666666667,0.03125
lh_inferiortemporal -- rh_lateraloccipital,12,0.0,SZ,150,0.08,0.0,0.0
lh_inferiortemporal -- rh_lateralorbitofrontal,9,0.0,SZ,150,0.06,0.0,0.0
lh_inferiortemporal -- rh_lingual,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_inferiortemporal -- rh_medialorbitofrontal,10,1.0,SZ,150,0.06666666666666667,0.006666666666666667,0.1
lh_inferiortemporal -- rh_middletemporal,60,1.0,SZ,150,0.4,0.006666666666666667,0.016666666666666666
lh_inferiortemporal -- rh_paracentral,28,1.0,SZ,150,0.18666666666666668,0.006666666666666667,0.03571428571428571
lh_inferiortemporal -- rh_parahippocampal,16,1.0,SZ,150,0.10666666666666667,0.006666666666666667,0.0625
lh_inferiortemporal -- rh_parsopercularis,27,4.0,SZ,150,0.18,0.02666666666666667,0.14814814814814814
lh_inferiortemporal -- rh_parsorbitalis,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_inferiortemporal -- rh_parstriangularis,28,1.0,SZ,150,0.18666666666666668,0.006666666666666667,0.03571428571428571
lh_inferiortemporal -- rh_pericalcarine,4,1.0,SZ,150,0.02666666666666667,0.006666666666666667,0.25
lh_inferiortemporal -- rh_postcentral,4,0.0,SZ,150,0.02666666666666667,0.0,0.0
lh_inferiortemporal -- rh_posteriorcingulate,48,2.0,SZ,150,0.32,0.013333333333333334,0.041666666666666664
lh_inferiortemporal -- rh_precentral,5,1.0,SZ,150,0.03333333333333333,0.006666666666666667,0.2
lh_inferiortemporal -- rh_precuneus,2,1.0,SZ,150,0.013333333333333334,0.006666666666666667,0.5
lh_inferiortemporal -- rh_rostralanteriorcingulate,20,2.0,SZ,150,0.13333333333333333,0.013333333333333334,0.1
lh_inferiortemporal -- rh_rostralmiddlefrontal,8,0.0,SZ,150,0.05333333333333334,0.0,0.0
lh_inferiortemporal -- rh_superiorfrontal,38,0.0,SZ,150,0.25333333333333335,0.0,0.0
lh_inferiortemporal -- rh_superiorparietal,9,1.0,SZ,150,0.06,0.006666666666666667,0.1111111111111111
lh_inferiortemporal -- rh_superiortemporal,53,3.0,SZ,150,0.35333333333333333,0.02,0.05660377358490566
lh_inferiortemporal -- rh_supramarginal,8,0.0,SZ,150,0.05333333333333334,0.0,0.0
lh_inferiortemporal -- rh_temporalpole,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_inferiortemporal -- rh_transversetemporal,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_insula -- lh_isthmuscingulate,14,0.0,SZ,150,0.09333333333333334,0.0,0.0
lh_insula -- lh_lateraloccipital,26,0.0,SZ,150,0.17333333333333334,0.0,0.0
lh_insula -- lh_lateralorbitofrontal,4,0.0,SZ,150,0.02666666666666667,0.0,0.0
lh_insula -- lh_lingual,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_insula -- lh_medialorbitofrontal,6,1.0,SZ,150,0.04,0.006666666666666667,0.16666666666666666
lh_insula -- lh_middletemporal,20,3.0,SZ,150,0.13333333333333333,0.02,0.15
lh_insula -- lh_paracentral,22,0.0,SZ,150,0.14666666666666667,0.0,0.0
lh_insula -- lh_parahippocampal,22,1.0,SZ,150,0.14666666666666667,0.006666666666666667,0.045454545454545456
lh_insula -- lh_parsopercularis,24,1.0,SZ,150,0.16,0.006666666666666667,0.041666666666666664
lh_insula -- lh_parstriangularis,43,1.0,SZ,150,0.2866666666666667,0.006666666666666667,0.023255813953488372
lh_insula -- lh_posteriorcingulate,55,2.0,SZ,150,0.36666666666666664,0.013333333333333334,0.03636363636363636
lh_insula -- lh_precentral,41,2.0,SZ,150,0.2733333333333333,0.013333333333333334,0.04878048780487805
lh_insula -- lh_rostralanteriorcingulate,40,3.0,SZ,150,0.26666666666666666,0.02,0.075
lh_insula -- lh_rostralmiddlefrontal,19,1.0,SZ,150,0.12666666666666668,0.006666666666666667,0.05263157894736842
lh_insula -- lh_superiorfrontal,103,4.0,SZ,150,0.6866666666666666,0.02666666666666667,0.038834951456310676
lh_insula -- lh_superiorparietal,5,0.0,SZ,150,0.03333333333333333,0.0,0.0
lh_insula -- lh_superiortemporal,33,3.0,SZ,150,0.22,0.02,0.09090909090909091
lh_insula -- lh_supramarginal,38,0.0,SZ,150,0.25333333333333335,0.0,0.0
lh_insula -- lh_transversetemporal,29,3.0,SZ,150,0.19333333333333333,0.02,0.10344827586206896
lh_insula -- rh_bankssts,92,3.0,SZ,150,0.6133333333333333,0.02,0.03260869565217391
lh_insula -- rh_caudalanteriorcingulate,61,3.0,SZ,150,0.4066666666666667,0.02,0.04918032786885246
lh_insula -- rh_caudalmiddlefrontal,73,5.0,SZ,150,0.4866666666666667,0.03333333333333333,0.0684931506849315
lh_insula -- rh_cuneus,3,0.0,SZ,150,0.02,0.0,0.0
lh_insula -- rh_fusiform,9,4.0,SZ,150,0.06,0.02666666666666667,0.4444444444444444
lh_insula -- rh_inferiorparietal,17,0.0,SZ,150,0.11333333333333333,0.0,0.0
