edge,sz_selection_frequency,sz_mean_importance_share,ctrl_selection_frequency,ctrl_mean_importance_share,selection_frequency_difference,importance_share_difference
lh_postcentral -- rh_postcentral,0.05333333333333334,0.003525438543091747,0.048,0.0034441365085602104,0.005333333333333336,8.13020345315366e-05
lh_caudalanteriorcingulate -- lh_caudalmiddlefrontal,0.02666666666666667,0.003441973477494708,0.021333333333333333,0.003243707399886023,0.005333333333333336,0.000198266077608685
lh_bankssts -- rh_caudalmiddlefrontal,0.02666666666666667,0.0032723711156998053,0.021333333333333333,0.0033035818880362846,0.005333333333333336,-3.1210772336479325e-05
lh_insula -- rh_superiorfrontal,0.05333333333333334,0.0035134755222143827,0.048,0.0034861597104185976,0.005333333333333336,2.7315811795785086e-05
lh_parahippocampal -- lh_parsopercularis,0.02666666666666667,0.0034103317163797255,0.021333333333333333,0.0030607570459932863,0.005333333333333336,0.00034957467038643913
rh_caudalanteriorcingulate -- rh_superiortemporal,0.02666666666666667,0.0028561319556230282,0.021333333333333333,0.0031432725030931803,0.005333333333333336,-0.0002871405474701521
lh_supramarginal -- rh_rostralanteriorcingulate,0.02666666666666667,0.002579948116263459,0.021333333333333333,0.0029935868894409613,0.005333333333333336,-0.0004136387731775025
lh_lingual -- rh_entorhinal,0.04,0.003586673464948915,0.034666666666666665,0.003445648274084445,0.005333333333333336,0.00014102519086446998
lh_frontalpole -- lh_temporalpole,0.02666666666666667,0.003403179919021661,0.021333333333333333,0.0029888572196008216,0.005333333333333336,0.00041432269942083934
rh_rostralanteriorcingulate -- rh_superiorparietal,0.013333333333333334,0.002604353128404687,0.008,0.002643478774678025,0.005333333333333334,-3.912564627333833e-05
lh_parstriangularis -- lh_rostralmiddlefrontal,0.013333333333333334,0.0027090895641932533,0.008,0.0029110179940646974,0.005333333333333334,-0.0002019284298714441
lh_lingual -- rh_lateralorbitofrontal,0.013333333333333334,0.004425560392635019,0.008,0.0030683454937617555,0.005333333333333334,0.0013572148988732638
lh_cuneus -- lh_parsorbitalis,0.013333333333333334,0.0019520605583382864,0.008,0.0022435100433298365,0.005333333333333334,-0.00029144948499155
lh_lateralorbitofrontal -- rh_bankssts,0.013333333333333334,0.00280457941002526,0.008,0.0024752570244794573,0.005333333333333334,0.0003293223855458027
lh_superiortemporal -- rh_inferiortemporal,0.013333333333333334,0.003373552672765968,0.008,0.0030449479284669167,0.005333333333333334,0.00032860474429905135
lh_parsopercularis -- rh_inferiortemporal,0.013333333333333334,0.006736913937895483,0.008,0.006214081360134945,0.005333333333333334,0.0005228325777605382
rh_middletemporal -- rh_pericalcarine,0.013333333333333334,0.002599925934663487,0.008,0.0028427902252341135,0.005333333333333334,-0.00024286429057062634
rh_superiorfrontal -- rh_supramarginal,0.013333333333333334,0.0024910481071461045,0.008,0.0025754920216441834,0.005333333333333334,-8.444391449807884e-05
lh_parstriangularis -- lh_precentral,0.013333333333333334,0.002968503152721591,0.008,0.0029866096129183024,0.005333333333333334,-1.8106460196711405e-05
lh_rostralanteriorcingulate -- rh_lateralorbitofrontal,0.013333333333333334,0.0036427008077882994,0.008,0.002914070312831764,0.005333333333333334,0.0007286304949565355
lh_isthmuscingulate -- rh_parstriangularis,0.013333333333333334,0.003359929356270942,0.008,0.00310297787081002,0.005333333333333334,0.0002569514854609224
lh_caudalmiddlefrontal -- rh_parstriangularis,0.013333333333333334,0.0032041012287645997,0.008,0.0033532196998609415,0.005333333333333334,-0.0001491184710963418
lh_inferiortemporal -- rh_insula,0.013333333333333334,0.0028435490281494397,0.008,0.0024126792781255612,0.005333333333333334,0.00043086975002387846
lh_parahippocampal -- lh_postcentral,0.013333333333333334,0.002620770635360942,0.008,0.0030070459511465017,0.005333333333333334,-0.00038627531578555975
lh_parahippocampal -- rh_transversetemporal,0.013333333333333334,0.004424906224493123,0.008,0.0033007302902688714,0.005333333333333334,0.0011241759342242516
lh_posteriorcingulate -- rh_fusiform,0.013333333333333334,0.004351556663524972,0.008,0.0037978057014005874,0.005333333333333334,0.0005537509621243849
lh_entorhinal -- lh_inferiorparietal,0.013333333333333334,0.0038852997833182692,0.008,0.0029647555527366506,0.005333333333333334,0.0009205442305816186
lh_isthmuscingulate -- rh_frontalpole,0.013333333333333334,0.0030606131397762624,0.008,0.002929115161113682,0.005333333333333334,0.0001314979786625806
lh_paracentral -- rh_medialorbitofrontal,0.013333333333333334,0.0034391193466526636,0.008,0.0029322442105063815,0.005333333333333334,0.0005068751361462821
rh_parsopercularis -- rh_superiorparietal,0.013333333333333334,0.002695114365391998,0.008,0.0030026686541027026,0.005333333333333334,-0.00030755428871070446
rh_precentral -- rh_superiorfrontal,0.013333333333333334,0.0028004704120095734,0.008,0.00293909981163787,0.005333333333333334,-0.00013862939962829652
rh_lingual -- rh_precentral,0.013333333333333334,0.0037497353559989037,0.008,0.003216430019403986,0.005333333333333334,0.0005333053365949177
lh_fusiform -- lh_paracentral,0.013333333333333334,0.003927322058598617,0.008,0.003112889386113812,0.005333333333333334,0.0008144326724848047
rh_lateralorbitofrontal -- rh_temporalpole,0.013333333333333334,0.0026186326389533183,0.008,0.00326801625008197,0.005333333333333334,-0.0006493836111286519
rh_inferiortemporal -- rh_parstriangularis,0.013333333333333334,0.004097083525468835,0.008,0.0031872375334167894,0.005333333333333334,0.0009098459920520454
lh_parstriangularis -- lh_pericalcarine,0.013333333333333334,0.0035694007323840765,0.008,0.0028128894107786713,0.005333333333333334,0.0007565113216054051
rh_parahippocampal -- rh_posteriorcingulate,0.013333333333333334,0.0037173613203417594,0.008,0.0033429054928107663,0.005333333333333334,0.00037445582753099305
rh_inferiorparietal -- rh_parstriangularis,0.013333333333333334,0.002495626746262373,0.008,0.00328823714755029,0.005333333333333334,-0.000792610401287917
lh_caudalanteriorcingulate -- rh_parahippocampal,0.013333333333333334,0.004123041023085394,0.008,0.0031819166974300004,0.005333333333333334,0.0009411243256553935
lh_parsorbitalis -- rh_cuneus,0.013333333333333334,0.0017779813491478392,0.008,0.002270471223405939,0.005333333333333334,-0.0004924898742581
lh_inferiorparietal -- lh_lateralorbitofrontal,0.013333333333333334,0.003931128947005611,0.008,0.0031282072146583476,0.005333333333333334,0.0008029217323472634
lh_parstriangularis -- rh_superiortemporal,0.013333333333333334,0.00314636577470698,0.008,0.002722140573749709,0.005333333333333334,0.0004242252009572711
lh_pericalcarine -- rh_caudalanteriorcingulate,0.013333333333333334,0.002132050993897637,0.008,0.0030633832195785036,0.005333333333333334,-0.0009313322256808668
lh_pericalcarine -- rh_paracentral,0.013333333333333334,0.004484533733747288,0.008,0.003274193281640265,0.005333333333333334,0.0012103404521070235
lh_parstriangularis -- rh_transversetemporal,0.013333333333333334,0.005689474297141165,0.008,0.00443009020625628,0.005333333333333334,0.0012593840908848852
rh_pericalcarine -- rh_precuneus,0.006666666666666667,0.0016922353702438456,0.0026666666666666666,0.0018327439222879244,0.004,-0.00014050855204407876
lh_bankssts -- rh_superiorfrontal,0.006666666666666667,0.002387037117858813,0.0026666666666666666,0.0019298440671072076,0.004,0.00045719305075160523
lh_caudalmiddlefrontal -- lh_parahippocampal,0.006666666666666667,0.0023525645398668046,0.0026666666666666666,0.0027780700880503284,0.004,-0.0004255055481835238
rh_parsopercularis -- rh_supramarginal,0.006666666666666667,0.002696424266345771,0.0026666666666666666,0.003050391590856722,0.004,-0.00035396732451095083
lh_parsorbitalis -- rh_middletemporal,0.006666666666666667,0.0014617969508663204,0.0026666666666666666,0.002420994998259727,0.004,-0.0009591980473934068
lh_entorhinal -- lh_postcentral,0.006666666666666667,0.0022865296367409007,0.0026666666666666666,0.0015004343636376208,0.004,0.0007860952731032799
lh_parsorbitalis -- rh_superiortemporal,0.006666666666666667,0.0026205133856466918,0.0026666666666666666,0.0022892773257860736,0.004,0.00033123605986061814
lh_inferiorparietal -- lh_parsorbitalis,0.006666666666666667,0.002437305792774983,0.0026666666666666666,0.006410426455717971,0.004,-0.003973120662942987
rh_entorhinal -- rh_supramarginal,0.02,0.005674886712934709,0.016,0.0034584330315966427,0.004,0.0022164536813380664
rh_precentral -- rh_supramarginal,0.006666666666666667,0.0029858588814012698,0.0026666666666666666,0.0021919273782352528,0.004,0.000793931503166017
lh_bankssts -- lh_pericalcarine,0.006666666666666667,0.0023025104733979274,0.0026666666666666666,0.0016754662878275604,0.004,0.000627044185570367
rh_parsopercularis -- rh_superiortemporal,0.006666666666666667,0.0033878122815054006,0.0026666666666666666,0.0029824880430429587,0.004,0.00040532423846244194
rh_parahippocampal -- rh_precentral,0.02,0.0030775605624892076,0.016,0.003171588999170976,0.004,-9.402843668176834e-05
rh_inferiortemporal -- rh_parsopercularis,0.006666666666666667,0.005322731820759394,0.0026666666666666666,0.0028598753828292718,0.004,0.0024628564379301225
rh_inferiortemporal -- rh_paracentral,0.02,0.003282320420102284,0.016,0.003081120065925696,0.004,0.00020120035417658813
lh_caudalmiddlefrontal -- rh_precentral,0.006666666666666667,0.0025905938393502386,0.0026666666666666666,0.0026015953637366323,0.004,-1.1001524386393749e-05
rh_lateralorbitofrontal -- rh_transversetemporal,0.006666666666666667,0.004306819039845778,0.0026666666666666666,0.0044885840727609165,0.004,-0.0001817650329151389
lh_insula -- rh_parsopercularis,0.03333333333333333,0.0037224094901354694,0.029333333333333333,0.003117501922382852,0.004,0.0006049075677526175
lh_temporalpole -- rh_pericalcarine,0.006666666666666667,0.0018160875418858147,0.0026666666666666666,0.002155442859525236,0.004,-0.00033935531763942144
rh_lingual -- rh_parsorbitalis,0.006666666666666667,0.0025410598657074845,0.0026666666666666666,0.002076267958055733,0.004,0.0004647919076517515
rh_lateralorbitofrontal -- rh_rostralanteriorcingulate,0.006666666666666667,0.003626496588071424,0.0026666666666666666,0.0026812670845235273,0.004,0.0009452295035478966
rh_medialorbitofrontal -- rh_posteriorcingulate,0.006666666666666667,0.0013705665157735499,0.0026666666666666666,0.0025770169909956225,0.004,-0.0012064504752220726
lh_transversetemporal -- rh_paracentral,0.006666666666666667,0.006774500265390339,0.0026666666666666666,0.0016646008399095788,0.004,0.00510989942548076
lh_isthmuscingulate -- lh_supramarginal,0.006666666666666667,0.0031998684676933405,0.0026666666666666666,0.002812456160798491,0.004,0.00038741230689484955
lh_bankssts -- rh_pericalcarine,0.006666666666666667,0.0029045884704960506,0.0026666666666666666,0.00246273798372794,0.004,0.00044185048676811077
lh_entorhinal -- rh_medialorbitofrontal,0.02,0.003531636059807546,0.016,0.002873435832963391,0.004,0.0006582002268441548
lh_paracentral -- lh_rostralmiddlefrontal,0.006666666666666667,0.0028360114379185728,0.0026666666666666666,0.002854812384434117,0.004,-1.8800946515544134e-05
lh_paracentral -- rh_inferiortemporal,0.006666666666666667,0.0023981720650655515,0.0026666666666666666,0.0025661536058124127,0.004,-0.00016798154074686112
rh_lingual -- rh_superiorparietal,0.02,0.0041082943043272615,0.016,0.003010172502245755,0.004,0.0010981218020815063
rh_lateralorbitofrontal -- rh_postcentral,0.006666666666666667,0.0027760068998214757,0.0026666666666666666,0.002874298707577557,0.004,-9.829180775608112e-05
rh_lateralorbitofrontal -- rh_posteriorcingulate,0.006666666666666667,0.0026903557212959875,0.0026666666666666666,0.0030865013626694584,0.004,-0.0003961456413734709
lh_medialorbitofrontal -- rh_parsopercularis,0.006666666666666667,0.003201310785135859,0.0026666666666666666,0.0030191597428600265,0.004,0.00018215104227583233
lh_isthmuscingulate -- rh_inferiorparietal,0.006666666666666667,0.0033978517414434053,0.0026666666666666666,0.003631918527550802,0.004,-0.00023406678610739685
lh_inferiortemporal -- rh_entorhinal,0.006666666666666667,0.005427894078804986,0.0026666666666666666,0.002185868623497219,0.004,0.003242025455307767
lh_inferiortemporal -- rh_fusiform,0.006666666666666667,0.00220617400987253,0.0026666666666666666,0.002438650707887534,0.004,-0.000232476698015004
lh_inferiortemporal -- lh_superiorparietal,0.006666666666666667,0.0024346723609383718,0.0026666666666666666,0.00279993397486292,0.004,-0.0003652616139245483
lh_parsopercularis -- rh_posteriorcingulate,0.006666666666666667,0.004212631944679365,0.0026666666666666666,0.0027089003779707903,0.004,0.0015037315667085745
lh_medialorbitofrontal -- rh_postcentral,0.006666666666666667,0.0038004855067871875,0.0026666666666666666,0.0021034615536814454,0.004,0.001697023953105742
lh_middletemporal -- lh_parsopercularis,0.006666666666666667,0.003414691680182877,0.0026666666666666666,0.002650818918486326,0.004,0.000763872761696551
lh_pericalcarine -- rh_temporalpole,0.006666666666666667,0.0019463481187800137,0.0026666666666666666,0.002015821471233843,0.004,-6.947335245382916e-05
lh_inferiortemporal -- rh_medialorbitofrontal,0.006666666666666667,0.0026013629167676595,0.0026666666666666666,0.002464458283791015,0.004,0.00013690463297664438
lh_middletemporal -- rh_insula,0.006666666666666667,0.0028894063655052634,0.0026666666666666666,0.0016333348957517113,0.004,0.0012560714697535521
lh_posteriorcingulate -- lh_superiorfrontal,0.006666666666666667,0.002447184085879576,0.0026666666666666666,0.0023901213515176846,0.004,5.706273436189126e-05
rh_caudalanteriorcingulate -- rh_transversetemporal,0.006666666666666667,0.003540898508613677,0.0026666666666666666,0.0017004120810138058,0.004,0.0018404864275998712
rh_caudalanteriorcingulate -- rh_parstriangularis,0.02,0.0029174273184937784,0.016,0.0030124757697503573,0.004,-9.50484512565789e-05
lh_inferiortemporal -- rh_pericalcarine,0.006666666666666667,0.0016275651640192505,0.0026666666666666666,0.0027126215344918394,0.004,-0.0010850563704725888
lh_supramarginal -- rh_middletemporal,0.006666666666666667,0.003376872388042589,0.0026666666666666666,0.002340022244692787,0.004,0.0010368501433498018
lh_isthmuscingulate -- lh_precentral,0.006666666666666667,0.0019327280805304045,0.0026666666666666666,0.0037166677771145193,0.004,-0.0017839396965841148
lh_isthmuscingulate -- lh_rostralanteriorcingulate,0.006666666666666667,0.0033539184996465975,0.0026666666666666666,0.004093169487182405,0.004,-0.0007392509875358078
lh_insula -- rh_superiortemporal,0.006666666666666667,0.003658076078000116,0.0026666666666666666,0.0025817080628439764,0.004,0.0010763680151561397
lh_supramarginal -- rh_precuneus,0.006666666666666667,0.004145640251735616,0.0026666666666666666,0.002584929715924401,0.004,0.0015607105358112147
lh_supramarginal -- rh_fusiform,0.006666666666666667,0.0029861492234534697,0.0026666666666666666,0.00440922627098268,0.004,-0.0014230770475292106
lh_superiortemporal -- rh_superiortemporal,0.03333333333333333,0.0035016433837067526,0.029333333333333333,0.003368413124450775,0.004,0.0001332302592559776
lh_isthmuscingulate -- rh_rostralmiddlefrontal,0.006666666666666667,0.0027690003298811677,0.0026666666666666666,0.003446416658485949,0.004,-0.0006774163286047811
lh_precuneus -- rh_caudalmiddlefrontal,0.006666666666666667,0.004451381522268654,0.0026666666666666666,0.007303067555820352,0.004,-0.0028516860335516987
rh_caudalanteriorcingulate -- rh_inferiorparietal,0.006666666666666667,0.0030149200429590794,0.0026666666666666666,0.0018380531000564027,0.004,0.0011768669429026767
lh_insula -- rh_caudalanteriorcingulate,0.02,0.002961780351342247,0.016,0.0030211646529082472,0.004,-5.9384301566000035e-05
lh_bankssts -- lh_superiorfrontal,0.006666666666666667,0.002037726611351667,0.0026666666666666666,0.0022373976617385874,0.004,-0.00019967105038692055
rh_parstriangularis -- rh_transversetemporal,0.006666666666666667,0.0032242403502743674,0.0026666666666666666,0.0029740724990646454,0.004,0.000250167851209722
rh_postcentral -- rh_precentral,0.02,0.0027988877090116488,0.016,0.0025404172968046964,0.004,0.0002584704122069524
lh_parstriangularis -- lh_postcentral,0.006666666666666667,0.0026341717936132804,0.0026666666666666666,0.002548581673123858,0.004,8.559012048942223e-05
lh_superiorparietal -- rh_lateralorbitofrontal,0.006666666666666667,0.0035533372489966407,0.0026666666666666666,0.0023887282809867587,0.004,0.001164608968009882
lh_lingual -- rh_rostralmiddlefrontal,0.006666666666666667,0.002362942015233585,0.0026666666666666666,0.0022571319121855982,0.004,0.00010581010304798683
lh_superiorfrontal -- rh_superiorparietal,0.006666666666666667,0.0016659554478814194,0.0026666666666666666,0.0018708791871732524,0.004,-0.00020492373929183291
rh_cuneus -- rh_inferiorparietal,0.006666666666666667,0.0026568948832602106,0.0026666666666666666,0.0031625664568902838,0.004,-0.0005056715736300732
rh_isthmuscingulate -- rh_parsorbitalis,0.006666666666666667,0.002888947980450974,0.0026666666666666666,0.0030059893382048514,0.004,-0.00011704135775387732
lh_caudalanteriorcingulate -- rh_fusiform,0.006666666666666667,0.0024985653509713465,0.0026666666666666666,0.0021052188962063702,0.004,0.00039334645476497626
lh_fusiform -- lh_pericalcarine,0.006666666666666667,0.002308374503400934,0.0026666666666666666,0.0026527195784254265,0.004,-0.0003443450750244925
rh_insula -- rh_superiorparietal,0.006666666666666667,0.0019930354783003162,0.0026666666666666666,0.0018098900161815311,0.004,0.0001831454621187851
lh_lingual -- rh_parsorbitalis,0.006666666666666667,0.0020473529374041267,0.0026666666666666666,0.0026663635249101897,0.004,-0.000619010587506063
rh_frontalpole -- rh_posteriorcingulate,0.006666666666666667,0.0017682064122537672,0.0026666666666666666,0.0018512740745073753,0.004,-8.306766225360811e-05
rh_frontalpole -- rh_parstriangularis,0.006666666666666667,0.004691797660352366,0.0026666666666666666,0.0029193171308788857,0.004,0.0017724805294734801
lh_inferiorparietal -- rh_parstriangularis,0.006666666666666667,0.003148499583539469,0.0026666666666666666,0.002820114531727286,0.004,0.00032838505181218263
lh_rostralmiddlefrontal -- rh_caudalmiddlefrontal,0.006666666666666667,0.002429429701894134,0.0026666666666666666,0.0025585822910827627,0.004,-0.00012915258918862887
lh_rostralmiddlefrontal -- rh_medialorbitofrontal,0.006666666666666667,0.0032953455886527844,0.0026666666666666666,0.0028283454794625984,0.004,0.00046700010919018594
lh_lateralorbitofrontal -- lh_temporalpole,0.006666666666666667,0.0015837117802380628,0.0026666666666666666,0.003371336909474855,0.004,-0.0017876251292367924
lh_lateralorbitofrontal -- lh_superiorparietal,0.006666666666666667,0.0034585765651403413,0.0026666666666666666,0.002463046811333963,0.004,0.0009955297538063782
lh_entorhinal -- rh_fusiform,0.006666666666666667,0.002495235044256373,0.0026666666666666666,0.004098929674727632,0.004,-0.0016036946304712587
rh_frontalpole -- rh_paracentral,0.006666666666666667,0.002726526453839489,0.0026666666666666666,0.003228609177969161,0.004,-0.0005020827241296721
lh_medialorbitofrontal -- lh_rostralanteriorcingulate,0.006666666666666667,0.003713059730442642,0.0026666666666666666,0.002659253131984021,0.004,0.0010538065984586212
lh_rostralanteriorcingulate -- rh_transversetemporal,0.006666666666666667,0.003163913011282455,0.0026666666666666666,0.002344797275773044,0.004,0.0008191157355094108
lh_parahippocampal -- rh_medialorbitofrontal,0.006666666666666667,0.002804894040373662,0.0026666666666666666,0.0020610138798741475,0.004,0.0007438801604995144
lh_parahippocampal -- rh_parsopercularis,0.02,0.003072006500787874,0.016,0.003805918160870381,0.004,-0.0007339116600825072
lh_medialorbitofrontal -- rh_caudalanteriorcingulate,0.006666666666666667,0.0017206050221618308,0.0026666666666666666,0.0022683947831871796,0.004,-0.0005477897610253488
lh_parahippocampal -- rh_posteriorcingulate,0.006666666666666667,0.005199116880949155,0.0026666666666666666,0.0028701251591977967,0.004,0.002328991721751358
lh_inferiortemporal -- lh_isthmuscingulate,0.006666666666666667,0.0028076172568734822,0.0026666666666666666,0.002803401201138567,0.004,4.21605573491541e-06
lh_inferiortemporal -- lh_lingual,0.006666666666666667,0.003110361325117128,0.0026666666666666666,0.0031071873909679693,0.004,3.1739341491586123e-06
lh_paracentral -- rh_pericalcarine,0.006666666666666667,0.003767017974507443,0.0026666666666666666,0.002849360131620931,0.004,0.000917657842886512
lh_insula -- lh_medialorbitofrontal,0.006666666666666667,0.0030214204591626596,0.0026666666666666666,0.0032582859720773428,0.004,-0.00023686551291468311
rh_caudalmiddlefrontal -- rh_rostralmiddlefrontal,0.006666666666666667,0.0025429629269046027,0.0026666666666666666,0.0027026408820702563,0.004,-0.0001596779551656536
rh_cuneus -- rh_frontalpole,0.006666666666666667,0.0016152698837311008,0.0026666666666666666,0.0018188592592892241,0.004,-0.00020358937555812334
lh_inferiortemporal -- lh_superiortemporal,0.02,0.0034736705870636927,0.016,0.003073114806126825,0.004,0.0004005557809368676
lh_caudalmiddlefrontal -- rh_fusiform,0.006666666666666667,0.002289294589749751,0.0026666666666666666,0.0030008597860196663,0.004,-0.0007115651962699152
lh_entorhinal -- rh_postcentral,0.006666666666666667,0.0019529887655063388,0.0026666666666666666,0.0015460413104756532,0.004,0.0004069474550306856
lh_pericalcarine -- rh_supramarginal,0.006666666666666667,0.0030407745905642663,0.0026666666666666666,0.0019852651556209453,0.004,0.001055509434943321
lh_parsopercularis -- rh_fusiform,0.02,0.004664359742685039,0.016,0.005837021806981546,0.004,-0.001172662064296507
rh_middletemporal -- rh_superiorfrontal,0.006666666666666667,0.002282325343926026,0.0026666666666666666,0.0036389514328132137,0.004,-0.0013566260888871876
lh_entorhinal -- rh_supramarginal,0.02,0.005174385719325921,0.016,0.0032524468882273215,0.004,0.0019219388310985994
lh_bankssts -- lh_parsopercularis,0.006666666666666667,0.0034377420061380056,0.0026666666666666666,0.0030594127267255743,0.004,0.0003783292794124313
lh_parstriangularis -- lh_rostralanteriorcingulate,0.02,0.003680101159347618,0.016,0.0030233775186416486,0.004,0.0006567236407059693
rh_caudalmiddlefrontal -- rh_fusiform,0.006666666666666667,0.0034047133291772286,0.0026666666666666666,0.00263543094933259,0.004,0.0007692823798446384
lh_inferiorparietal -- lh_temporalpole,0.006666666666666667,0.0033571680120879754,0.0026666666666666666,0.003243625470835027,0.004,0.00011354254125294817
lh_inferiorparietal -- rh_entorhinal,0.006666666666666667,0.0024352905771442045,0.0026666666666666666,0.00281365390709514,0.004,-0.00037836332995093555
lh_inferiorparietal -- rh_cuneus,0.006666666666666667,0.0033692691160999984,0.0026666666666666666,0.003045114031361093,0.004,0.00032415508473890514
rh_parsorbitalis -- rh_temporalpole,0.05333333333333334,0.0031597359788358547,0.050666666666666665,0.0033044213513515074,0.0026666666666666713,-0.00014468537251565274
lh_lingual -- lh_precuneus,0.05333333333333334,0.004061887107283217,0.050666666666666665,0.003649509500959156,0.0026666666666666713,0.00041237760632406107
lh_parsopercularis -- lh_parstriangularis,0.013333333333333334,0.002409936830150671,0.010666666666666666,0.003750954938807032,0.002666666666666668,-0.001341018108656361
lh_inferiortemporal -- lh_paracentral,0.013333333333333334,0.0023507988823838174,0.010666666666666666,0.0028024167893455185,0.002666666666666668,-0.00045161790696170113
lh_transversetemporal -- rh_insula,0.02666666666666667,0.004287814069223085,0.024,0.003669445982106213,0.002666666666666668,0.0006183680871168717
rh_parstriangularis -- rh_supramarginal,0.013333333333333334,0.003698341541654656,0.010666666666666666,0.00300459844754219,0.002666666666666668,0.0006937430941124658
lh_parsorbitalis -- rh_precuneus,0.013333333333333334,0.002778075492255493,0.010666666666666666,0.0029704580082424346,0.002666666666666668,-0.0001923825159869416
lh_fusiform -- rh_supramarginal,0.013333333333333334,0.0037457415489708726,0.010666666666666666,0.004415223478955447,0.002666666666666668,-0.0006694819299845741
lh_parstriangularis -- rh_parstriangularis,0.02666666666666667,0.003717927720778402,0.024,0.0033036159398239493,0.002666666666666668,0.0004143117809544527
rh_rostralmiddlefrontal -- rh_supramarginal,0.013333333333333334,0.0027925707259302567,0.010666666666666666,0.0030232858697341095,0.002666666666666668,-0.00023071514380385277
rh_lateralorbitofrontal -- rh_superiortemporal,0.013333333333333334,0.0035451027689818704,0.010666666666666666,0.0022724649829903468,0.002666666666666668,0.0012726377859915237
lh_paracentral -- lh_parstriangularis,0.02666666666666667,0.004295705558401897,0.024,0.0031184611493115136,0.002666666666666668,0.0011772444090903836
lh_isthmuscingulate -- rh_caudalmiddlefrontal,0.02666666666666667,0.003543785810198613,0.024,0.0032784835789847655,0.002666666666666668,0.00026530223121384736
rh_precuneus -- rh_supramarginal,0.013333333333333334,0.003784310725037255,0.010666666666666666,0.003003701714599092,0.002666666666666668,0.0007806090104381632
rh_cuneus -- rh_temporalpole,0.013333333333333334,0.0017288978451133262,0.010666666666666666,0.0027107224263398177,0.002666666666666668,-0.0009818245812264915
lh_postcentral -- rh_precuneus,0.013333333333333334,0.0030984816057851553,0.010666666666666666,0.00314995699637204,0.002666666666666668,-5.147539058688493e-05
lh_parahippocampal -- rh_lingual,0.013333333333333334,0.0026943193801415165,0.010666666666666666,0.0030723938670065456,0.002666666666666668,-0.00037807448686502914
rh_lateraloccipital -- rh_precentral,0.02666666666666667,0.003064259014904246,0.024,0.0032802620850339794,0.002666666666666668,-0.00021600307012973339
lh_rostralanteriorcingulate -- lh_superiorparietal,0.013333333333333334,0.002544487304843409,0.010666666666666666,0.002981466374381463,0.002666666666666668,-0.0004369790695380538
rh_lateralorbitofrontal -- rh_parsorbitalis,0.013333333333333334,0.0027624592863091744,0.010666666666666666,0.0028114519487125312,0.002666666666666668,-4.8992662403356865e-05
lh_middletemporal -- rh_lateralorbitofrontal,0.013333333333333334,0.003485411834161396,0.010666666666666666,0.00289201210320917,0.002666666666666668,0.0005933997309522259
rh_caudalanteriorcingulate -- rh_isthmuscingulate,0.02666666666666667,0.0030494467794656994,0.024,0.0031640305287067415,0.002666666666666668,-0.00011458374924104217
lh_posteriorcingulate -- rh_pericalcarine,0.013333333333333334,0.0019084540297914484,0.010666666666666666,0.0023521402889205897,0.002666666666666668,-0.0004436862591291413
lh_parahippocampal -- rh_supramarginal,0.013333333333333334,0.0026749787433064344,0.010666666666666666,0.002869729551467701,0.002666666666666668,-0.00019475080816126668
lh_precuneus -- rh_supramarginal,0.013333333333333334,0.0038072809637210692,0.010666666666666666,0.0025139327626379133,0.002666666666666668,0.001293348201083156
lh_lingual -- rh_temporalpole,0.02666666666666667,0.003203745030544354,0.024,0.0029961050404129237,0.002666666666666668,0.00020763999013143032
lh_superiorparietal -- rh_precentral,0.013333333333333334,0.0027761543679621914,0.010666666666666666,0.0027280999396108907,0.002666666666666668,4.8054428351300676e-05
rh_cuneus -- rh_postcentral,0.02666666666666667,0.00372174141819071,0.024,0.0033158301067967746,0.002666666666666668,0.0004059113113939355
lh_parsopercularis -- rh_lateraloccipital,0.013333333333333334,0.0027732338059230487,0.010666666666666666,0.003023605387340548,0.002666666666666668,-0.0002503715814174993
lh_entorhinal -- rh_lingual,0.02666666666666667,0.0027385270156885157,0.024,0.0030678561417886363,0.002666666666666668,-0.00032932912610012053
lh_isthmuscingulate -- rh_isthmuscingulate,0.04,0.0031021079236893435,0.037333333333333336,0.0033640524841373164,0.0026666666666666644,-0.0002619445604479728
lh_inferiorparietal -- lh_rostralmiddlefrontal,0.04,0.00338841103965408,0.037333333333333336,0.003220655925688981,0.0026666666666666644,0.00016775511396509898
lh_inferiorparietal -- rh_inferiorparietal,0.04,0.003601414174158418,0.037333333333333336,0.0033822443841528857,0.0026666666666666644,0.0002191697900055323
lh_caudalmiddlefrontal -- lh_rostralmiddlefrontal,0.006666666666666667,0.002763305379354096,0.005333333333333333,0.002213350923628071,0.001333333333333334,0.0005499544557260251
rh_fusiform -- rh_temporalpole,0.006666666666666667,0.002138538074254965,0.005333333333333333,0.006763163176351062,0.001333333333333334,-0.0046246251020960975
lh_paracentral -- lh_supramarginal,0.006666666666666667,0.0027333792965693188,0.005333333333333333,0.002961525194103323,0.001333333333333334,-0.00022814589753400406
rh_lateralorbitofrontal -- rh_supramarginal,0.006666666666666667,0.00263552911162376,0.005333333333333333,0.0028685743210955434,0.001333333333333334,-0.00023304520947178354
lh_paracentral -- rh_caudalmiddlefrontal,0.006666666666666667,0.0027641132865498636,0.005333333333333333,0.0027971168980259033,0.001333333333333334,-3.3003611476039706e-05
lh_caudalmiddlefrontal -- lh_frontalpole,0.006666666666666667,0.0022288756703441005,0.005333333333333333,0.0025161719562413884,0.001333333333333334,-0.00028729628589728787
